web_name,gw,cc
Ederson M.,27,0
Enes Ünal,27,0
Szmodics,27,0
Sangaré,27,0
Carvalho,27,0
Archer,27,0
Clyne,27,0
Jebbison,27,0
L.Guilherme,27,0
Dewsbury-Hall,27,0
Hill,27,0
Mings,27,0
Lindelof,27,0
Antony,27,0
A. Garcia,27,1
Moore,27,0
Almirón,27,0
Hee Chan,27,0
Andersen,27,0
Greaves,27,0
Hirst,27,0
Stephens,27,0
Iroegbunam,27,0
King,27,0
G.Rodríguez,27,0
Diop,27,0
Moder,27,0
March,27,0
Brereton Díaz,27,0
Webster,27,1
Vestergaard,27,1
O'Shea,27,1
Thomas,27,0
Jorginho,27,0
Kiwior,27,0
Thiago,27,0
Ogbene,27,0
Dawson,27,0
Todibo,27,0
Bogarde,27,0
Davies,27,0
Kayode,27,0
Kelly,27,0
Choudhury,27,0
Fraser,27,0
Van de Ven,27,0
José Sá,27,0
Chilwell,27,0
Awoniyi,27,0
Branthwaite,27,0
Bassey,27,0
Schlupp,27,0
Gomez,27,0
Pickford,27,0
C.Richards,27,0
Patterson,27,0
Stones,27,0
McAtee,27,0
Scarles,27,0
Leno,27,0
Collyer,27,0
Welington,27,0
Edouard,27,0
Khusanov,27,1
Flekken,27,0
Henderson,27,0
Tosin,27,1
Mudryk,27,0
Pau,27,0
Malen,27,0
Danso,27,0
Martinez,27,0
Al-Hamadi,27,0
Zinchenko,27,0
Mosquera,27,0
Pedro Lima,27,0
Gray,27,0
H.Clarke,27,0
Forbs,27,0
Miley,27,0
Igor,27,0
Reed,27,0
A.Becker,27,0
Krafth,27,0
Pope,27,0
Sels,27,0
Reguilón,27,0
Aké,27,0
Endo,27,0
Daka,27,0
Keane,27,0
Onana,27,0
Marc Guiu,27,0
Wilson,27,0
Malacia,27,0
Quansah,27,0
Maghoma,27,1
Bobb,27,0
Coady,27,0
Walton,27,0
Amass,27,0
Kinsky,27,0
Esse,27,0
Sánchez,27,0
Edozie,27,0
Johnstone,27,0
Grønbæk,27,0
Orford,27,0
Palmer,27,0
N.Gonzalez,27,1
Irving,27,0
Amo-Ameyaw,27,0
Yoro,27,0
C.Doucouré,27,0
Rodrigo,27,0
Chiquinho,27,0
Buendia,27,0
Jay Robinson,27,
Agbinone,27,0
Taylor,27,0
Osula,27,0
Wood,27,0
Arrizabalaga,27,0
Armstrong,27,0
Scarlett,27,0
Verbruggen,27,0
Bates,27,0
Faivre,27,0
Fletcher,27,0
Kporha,27,0
H.Traorè,27,0
Mepham,27,0
Wilson-Esbrand,27,0
Marsh,27,0
McConville,27,0
Kinsey,27,0
Travers,27,0
Paulsen,27,0
Broggio,27,0
Neto,27,0
Jørgensen,27,0
Casadei,27,0
Bettinelli,27,0
Bergström,27,0
B.Badiashile,27,0
Trevitt,27,0
Moran,27,0
Dennis,27,0
J.Araujo,27,0
Toney,27,0
Rushworth,27,0
Onyeka,27,0
Mee,27,0
Konak,27,0
Alves,27,0
Godo,27,0
Gross,27,0
Gilmour,27,0
Dahoud,27,0
Cozier-Duberry,27,0
Baker-Boaitey,27,0
Peart-Harris,27,0
I.Osman,27,0
Lankshear,27,0
Ji-soo,27,0
Hickey,27,0
Henry,27,0
Dasilva,27,0
Brierley,27,0
G.Nunes,27,0
Dixon,27,0
Kaboré,27,0
J.Cuenca,27,0
Nelson,27,0
Metcalfe,27,0
Umeh-Chibueze,27,0
Casey,27,0
Zych,27,0
Swinkels,27,0
Setford,27,0
Oulad M'hand,27,0
Meupiyou,27,0
Chiesa,27,0
Begovic,27,0
Monga,27,
Charlie Tasker,27,
Gower,27,
Neave,27,
Dermot Mee,27,
Genesis Antwi,27,
Benjamin Fredrick,27,
João Cancelo,27,0
Tom Taylor,27,
Boniface,27,
Jake Evans,27,
Barco,27,0
Harry Howell,27,
Freddie Simmonds,27,
Heaton,27,0
Hannibal,27,0
Evans,27,0
Bayindir,27,0
Ortega Moreno,27,0
Barrenechea,27,0
McConnell,27,0
Kelleher,27,0
Pellistri,27,0
McTominay,27,0
Olabade Aluko,27,
Sadi,27,0
Adu-Adjei,27,0
Hennessey,27,0
Kayi Sanda,27,0
Yang,27,0
Vitor Reis,27,0
Ajayi,27,0
Silcott-Duberry,27,0
McKenna,27,0
Coulibaly,27,0
Gauci,27,0
Amougou,27,0
Diego Carlos,27,0
Diaby,27,0
Dendoncker,27,0
Guardiola,27,0
Arteta,27,0
Djiga,27,0
Olsen,27,0
Nedeljkovic,27,0
Marschall,27,0
Kesler-Hayden,27,0
Iling Jr,27,0
Hause,27,0
Dobbin,27,0
Okoduwa,27,0
Jimoh,27,0
Danns,27,0
Wilson-Brown,27,0
Rees-Dottin,27,0
Kacurri,27,0
Young,27,0
Morato,27,0
Meghoma,27,0
Wheatley,27,0
Rodney,27,0
Williams-Barnett,27,0
Pond,27,0
Samuels,27,0
Nichols,27,0
Yogane,27,0
Jaros,27,0
Kabia,27,0
Heaven,27,0
Fitzgerald,27,0
Simpson-Pusey,27,0
Wright,27,0
Davies,27,0
Cahill,27,0
Butler-Oyedeji,27,0
Nyoni,27,0
Winterburn,27,0
Mayers,27,0
Slater,27,0
Hardy,27,0
Olusesi,27,0
Edozie,27,0
Mubama,27,0
Acheampong,27,0
Rak-Sakyi,27,0
Cartwright,27,0
Akinmboni,27,0
Nallo,27,0
Kukonki,27,0
Amissah,27,0
Abbott,27,0
Arthur,27,0
Brits,27,0
Alleyne,27,0
Harris,27,0
King,27,0
Dorrington,27,0
Godfrey,27,0
Soler,27,0
O'Brien-Whitmarsh,27,0
J.Alvarez,27,0
Carson,27,0
R.Williams,27,0
N.Phillips,27,0
Lascelles,27,0
Kuol,27,0
Hayden,27,0
Dúbravka,27,0
Botman,27,0
Golding,27,0
Undav,27,0
Ruddy,27,0
Odysseas,27,0
Lewis,27,0
Ward,27,0
Stolarczyk,27,0
Souttar,27,0
Ricardo,27,0
Okoli,27,0
Marcal,27,0
Iversen,27,0
Hermansen,27,0
Targett,27,0
Clark,27,0
Bajcetic,27,0
O.Richards,27,0
Mighten,27,0
Dennis,27,0
Danilo,27,0
Da Silva Moreira,27,0
C.Miguel,27,0
Bowler,27,0
Boly,27,0
Worrall,27,0
A.Murphy,27,0
Turner,27,0
Toffolo,27,0
Panzo,27,0
Omobamidele,27,0
O'Brien,27,0
Ladapo,27,0
Humphreys,27,0
Harness,27,0
Edmundson,27,0
Baggott,27,0
Vinicius,27,0
Ui-jo,27,0
Cassanova,27,0
Eyestone,27,0
Knight,27,0
Tomiyasu,27,0
Raya,27,0
Ramsdale,27,0
Hein,27,0
Fábio Vieira,27,0
Jack Henry-Francis,27,
Maresca,27,0
Morton,27,0
Hürzeler,27,0
Echeverri,27,
Mané,27,0
Graczyk,27,0
Samuels-Smith,27,0
Mheuka,27,0
Morgan,27,0
Koné,27,0
Moorhouse,27,0
Fredricson,27,0
Obi,27,0
Coby Ebere,27,0
Sherif,27,0
Iraola,27,0
Emery,27,0
Anthony,27,0
Aarons,27,0
Sousa,27,0
Sinisalo,27,0
Rusk,27,0
Nuno,27,0
Howe,27,0
Amorim,27,0
Slot,27,0
Harrison,27,0
Moyes,27,0
Glasner,27,0
Porter,27,0
Van Nistelrooy,27,0
Silva,27,0
Frank,27,0
Pereira,27,0
Potter,27,0
Postecoglou,27,0
Heath,27,0
Cashin,27,0
McKenna,27,0
Peupion,27,0
Offiah,27,0
Cornet,27,0
Areola,27,0
Coleman,27,0
Ward,27,0
Rak-Sakyi,27,0
Ozoh,27,0
Bentley,27,0
B.Traore,27,0
Doak,27,0
N.Aguerd,27,0
Foderingham,27,0
Fabianski,27,0
Earthy,27,0
Gallagher,27,0
Deivid,27,0
D.D.Fofana,27,0
Chukwuemeka,27,0
Cundle,27,0
Chiwome,27,0
Chirewa,27,0
Zouma,27,0
Zanka,27,0
Valdimarsson,27,0
Hodge,27,0
H.Bueno,27,0
Gonzalez,27,0
Fraser,27,0
Fábio Silva,27,0
Ahamada,27,0
S.Bueno,27,0
Podence,27,0
King,27,0
Sarmiento,27,0
Hoever,27,0
O’Mahony,27,0
Mazilu,27,0
Kozlowski,27,0
Wiley,27,0
Pivas,27,0
Muric,27,0
Ângelo,27,0
Andrey Santos,27,0
Anselmino,27,0
Steele,27,0
Kalajdžić,27,0
Chadi Riad,27,0
Cannon,27,0
Woolfenden,27,0
Slicker,27,0
Ndaba,27,0
Luongo,27,0
Lis,27,0
Larios,27,0
Edwards,27,0
Charles,27,0
Bella-Kotchap,27,0
Renato Veiga,27,0
Austin,27,0
A.Phillips,27,0
Stewart,27,0
McCarthy,27,0
Mara,27,0
Lumley,27,0
Y. Chermiti,27,0
Maupay,27,0
J.Virginia,27,0
Holgate,27,0
White,27,0
Bazunu,27,0
Petrović,27,0
M.Sarr,27,0
Lukaku,27,0
Kellyman,27,0
B.Fernandes,28,1
M.Salah,28,6
Palmer,28,2
Enzo,28,6
Mbeumo,28,0
Kulusevski,28,0
Tielemans,28,2
Damsgaard,28,3
Andreas,28,1
Ødegaard,28,3
Rice,28,0
Luis Díaz,28,6
Davis,28,2
Pedro Porro,28,3
Eze,28,0
Iwobi,28,1
Szoboszlai,28,1
De Bruyne,28,0
Son,28,1
Gordon,28,0
Cunha,28,0
Alexander-Arnold,28,2
Saka,28,0
Bowen,28,0
Cook,28,0
Gibbs-White,28,1
Bruno G.,28,1
Rogers,28,2
Kluivert,28,1
Semenyo,28,1
Hudson-Odoi,28,2
Bernardo,28,2
Mac Allister,28,0
Foden,28,3
Elanga,28,3
Savinho,28,1
Maddison,28,1
Christie,28,2
Neto,28,4
Robinson,28,1
Amad,28,0
Robertson,28,0
Muñoz,28,1
Trossard,28,2
Isak,28,0
Adama,28,0
Mitchell,28,1
J.Murphy,28,0
I.Sarr,28,2
Tavernier,28,3
Sancho,28,3
L.Paquetá,28,0
Aït-Nouri,28,1
Digne,28,1
Gündogan,28,0
Mitoma,28,0
Martinelli,28,0
Anderson,28,1
Gakpo,28,0
Hall,28,0
McNeil,28,0
Harrison,28,2
O.Dango,28,0
El Khannouss,28,0
Kerkez,28,1
Garnacho,28,1
M.Fernandes,28,0
João Pedro,28,1
Manning,28,0
Wan-Bissaka,28,0
Hughes,28,0
Madueke,28,0
N.Jackson,28,0
Kovačić,28,0
Kudus,28,1
Mateta,28,0
Caicedo,28,1
Rashford,28,0
Haaland,28,1
Dalot,28,1
Ayari,28,1
McGinn,28,0
Gravenberch,28,1
Doku,28,1
Bellegarde,28,3
Estupiñan,28,0
A.Doucoure,28,1
Wharton,28,6
Gvardiol,28,2
Buonanotte,28,0
Lukić,28,0
Minteh,28,1
Wissa,28,3
Grealish,28,0
Joelinton,28,0
J.Clarke,28,3
Watkins,28,0
Hutchinson,28,0
Walker-Peters,28,1
Lewis-Potter,28,0
Evanilson,28,1
Mavididi,28,0
Eriksen,28,0
Willock,28,0
Livramento,28,1
Matheus N.,28,0
N.Semedo,28,0
Gusto,28,0
Casemiro,28,0
Barnes,28,2
J.Gomes,28,1
Dibling,28,1
Schade,28,1
Baleba,28,0
Mykolenko,28,0
Tonali,28,1
Jones,28,3
Delap,28,0
Young,28,0
Lindstrøm,28,1
Georginio,28,1
Gana,28,1
Johnson,28,0
Kamada,28,0
Wood,28,0
Vardy,28,0
Trippier,28,2
Kristiansen,28,0
Raúl,28,0
Morsy,28,0
Smith Rowe,28,0
Wilson,28,0
Mazraoui,28,3
Cucurella,28,0
Ramsey,28,1
Maatsen,28,0
Berge,28,0
Strand Larsen,28,1
Winks,28,1
J.Timber,28,1
Thomas,28,2
Sugawara,28,0
Yates,28,0
Summerville,28,0
Ndiaye,28,0
Welbeck,28,1
O'Riley,28,0
Udogie,28,0
Ward-Prowse,28,1
Kilman,28,0
Emerson,28,0
Aribo,28,0
Bailey,28,0
Tarkowski,28,0
Nørgaard,28,2
Havertz,28,0
Adams,28,0
Ndidi,28,0
N.Williams,28,0
Merino,28,2
Brooks,28,0
Downes,28,0
P.M.Sarr,28,3
Jensen,28,0
André,28,1
Højlund,28,0
Solanke,28,1
Nkunku,28,0
Souček,28,1
Janelt,28,0
J.Ayew,28,0
Ugochukwu,28,0
Gruda,28,0
Enciso,28,3
Harwood-Bellis,28,0
Jota Silva,28,0
Roerslev,28,0
Mainoo,28,0
Huijsen,28,0
Hinshelwood,28,0
Van Hecke,28,0
Dominguez,28,1
Adingra,28,0
Nelson,28,0
Justin,28,1
Füllkrug,28,0
Aina,28,0
Marmoush,28,0
Sarabia,28,1
C.Soler,28,1
Gabriel,28,1
Colwill,28,1
Zirkzee,28,0
Guéhi,28,1
Virgil,28,1
M.Asensio,28,0
Nwaneri,28,0
Murillo,28,0
R.Gomes,28,0
Alcaraz,28,1
Johnson,28,0
Bergvall,28,1
Doherty,28,0
Álvarez,28,0
Garner,28,2
Tsimikas,28,1
Wieffer,28,0
Nketiah,28,1
Diogo J.,28,0
Guedes,28,0
Zabarnyi,28,0
Cajuste,28,0
Mario Jr.,28,0
Scott,28,0
James,28,0
Werner,28,0
Cash,28,0
Burns,28,0
Konaté,28,0
Spence,28,0
Castagne,28,0
B.Soumaré,28,0
Kamara,28,0
Toti,28,0
Ajer,28,0
Lerma,28,1
Skipp,28,0
Antonio,28,0
Sinisterra,28,0
Smallbone,28,2
Bentancur,28,0
Collins,28,0
Ugarte,28,0
Armstrong,28,0
Barkley,28,0
Kamaldeen,28,0
Bree,28,0
Akanji,28,0
Martinez,28,0
Darwin,28,1
Tel,28,0
Sessegnon,28,0
Cairney,28,0
Milenković,28,0
Burn,28,1
G.Jesus,28,0
Yarmoliuk,28,0
Sosa,28,0
Alex Moreno,28,0
Beto,28,1
Mangala,28,0
Philip,28,0
Sterling,28,0
Onuachu,28,0
Pinnock,28,0
White,28,0
Dorgu,28,0
Tierney,28,1
Tete,28,0
Onana,28,0
Muniz,28,0
Walker,28,0
Lewis,28,0
Chalobah,28,0
Saliba,28,0
Lavia,28,0
Romero,28,0
Munetsi,28,0
Smith,28,0
Calvert-Lewin,28,0
Doyle,28,0
Cresswell,28,0
Lacroix,28,0
Devenny,28,0
João Félix,28,0
Ings,28,0
Coufal,28,0
Maguire,28,0
De Cordova-Reid,28,0
A.Fatawu,28,0
Elliott,28,0
Burgess,28,0
Chaplin,28,0
Broadhead,28,0
Bissouma,28,0
Lewis-Skelly,28,0
De Ligt,28,0
Calafiori,28,0
McAteer,28,0
Jaden,28,1
Veltman,28,0
O'Brien,28,1
W.Fofana,28,0
Mavropanos,28,0
Shaw,28,0
Odobert,28,0
Phillips,28,1
Mount,28,0
Lamptey,28,0
Van den Berg,28,0
Schär,28,0
F.Kadıoğlu,28,0
Konsa,28,0
George,28,1
Gómez,28,0
Willian,28,1
Disasi,28,1
Rúben,28,0
Bradley,28,0
Ferguson,28,1
Dunk,28,0
Bednarek,28,0
Taylor,28,0
Senesi,28,0
Agbadou,28,0
Richarlison,28,0
Duran,28,0
Townsend,28,0
Faes,28,0
Longstaff,28,0
Milner,28,0
Tuanzebe,28,0
Lallana,28,0
Dragusin,28,0
O’Reilly,28,0
Broja,28,0
Ederson M.,28,0
Enes Ünal,28,0
Szmodics,28,0
Sangaré,28,0
Carvalho,28,0
Archer,28,0
Clyne,28,0
Jebbison,28,0
L.Guilherme,28,0
Dewsbury-Hall,28,0
Hill,28,0
Mings,28,0
Lindelof,28,1
Antony,28,0
A. Garcia,28,0
Moore,28,0
Almirón,28,0
Hee Chan,28,0
Andersen,28,0
Greaves,28,0
Hirst,28,0
Stephens,28,0
Iroegbunam,28,0
King,28,0
G.Rodríguez,28,0
Diop,28,1
Moder,28,0
March,28,0
Brereton Díaz,28,0
Webster,28,1
Vestergaard,28,0
O'Shea,28,0
Thomas,28,0
Jorginho,28,0
Kiwior,28,0
Thiago,28,0
Ogbene,28,0
Dawson,28,0
Todibo,28,0
Bogarde,28,0
Davies,28,0
Kayode,28,0
Kelly,28,0
Choudhury,28,0
Fraser,28,0
Van de Ven,28,0
José Sá,28,0
Chilwell,28,1
Awoniyi,28,0
Branthwaite,28,0
Bassey,28,0
Schlupp,28,0
Gomez,28,0
Pickford,28,0
C.Richards,28,0
Patterson,28,0
Stones,28,0
McAtee,28,0
Scarles,28,1
Leno,28,0
Collyer,28,1
Welington,28,0
Edouard,28,0
Khusanov,28,0
Flekken,28,0
Henderson,28,0
Tosin,28,0
Mudryk,28,0
Pau,28,0
Malen,28,0
Danso,28,0
Martinez,28,0
Al-Hamadi,28,0
Zinchenko,28,0
Mosquera,28,0
Pedro Lima,28,0
Gray,28,0
H.Clarke,28,0
Forbs,28,0
Miley,28,0
Igor,28,0
Reed,28,0
A.Becker,28,0
Krafth,28,0
Pope,28,0
Sels,28,1
Reguilón,28,0
Aké,28,0
Endo,28,0
Daka,28,0
Keane,28,0
Onana,28,0
Marc Guiu,28,0
Wilson,28,0
Malacia,28,0
Quansah,28,0
Maghoma,28,0
Bobb,28,0
Coady,28,0
Walton,28,0
Amass,28,0
Kinsky,28,0
Esse,28,0
Sánchez,28,0
Edozie,28,0
Johnstone,28,0
Grønbæk,28,1
Orford,28,0
Palmer,28,1
N.Gonzalez,28,0
Irving,28,0
Amo-Ameyaw,28,0
Yoro,28,0
C.Doucouré,28,0
Rodrigo,28,0
Chiquinho,28,0
Buendia,28,0
Jay Robinson,28,
Agbinone,28,0
Taylor,28,0
Osula,28,0
Wood,28,0
Arrizabalaga,28,0
Armstrong,28,0
Scarlett,28,0
Verbruggen,28,0
Bates,28,0
Faivre,28,0
Fletcher,28,0
Kporha,28,0
H.Traorè,28,0
Mepham,28,0
Wilson-Esbrand,28,0
Marsh,28,0
McConville,28,0
Kinsey,28,0
Travers,28,0
Paulsen,28,0
Broggio,28,0
Neto,28,0
Jørgensen,28,0
Casadei,28,0
Bettinelli,28,0
Bergström,28,0
B.Badiashile,28,0
Trevitt,28,0
Moran,28,0
Dennis,28,0
J.Araujo,28,0
Toney,28,0
Rushworth,28,0
Onyeka,28,0
Mee,28,0
Konak,28,0
Alves,28,0
Godo,28,0
Gross,28,0
Gilmour,28,0
Dahoud,28,0
Cozier-Duberry,28,0
Baker-Boaitey,28,0
Peart-Harris,28,0
I.Osman,28,0
Lankshear,28,0
Ji-soo,28,0
Hickey,28,0
Henry,28,0
Dasilva,28,0
Brierley,28,0
G.Nunes,28,0
Dixon,28,0
Kaboré,28,0
J.Cuenca,28,0
Nelson,28,0
Metcalfe,28,0
Umeh-Chibueze,28,0
Casey,28,0
Zych,28,0
Swinkels,28,0
Setford,28,0
Oulad M'hand,28,0
Meupiyou,28,0
Chiesa,28,0
Begovic,28,0
Monga,28,
Charlie Tasker,28,
Gower,28,
Neave,28,0
Dermot Mee,28,0
Genesis Antwi,28,0
Benjamin Fredrick,28,0
João Cancelo,28,0
Tom Taylor,28,
Boniface,28,
Jake Evans,28,
Barco,28,0
Harry Howell,28,
Freddie Simmonds,28,
Heaton,28,0
Hannibal,28,0
Evans,28,0
Bayindir,28,0
Ortega Moreno,28,0
Barrenechea,28,0
McConnell,28,0
Kelleher,28,0
Pellistri,28,0
McTominay,28,0
Olabade Aluko,28,
Sadi,28,0
Adu-Adjei,28,0
Hennessey,28,0
Kayi Sanda,28,0
Yang,28,0
Vitor Reis,28,0
Ajayi,28,0
Silcott-Duberry,28,0
McKenna,28,0
Coulibaly,28,0
Gauci,28,0
Amougou,28,0
Diego Carlos,28,0
Diaby,28,0
Dendoncker,28,0
Guardiola,28,0
Arteta,28,0
Djiga,28,0
Olsen,28,0
Nedeljkovic,28,0
Marschall,28,0
Kesler-Hayden,28,0
Iling Jr,28,0
Hause,28,0
Dobbin,28,0
Okoduwa,28,0
Jimoh,28,0
Danns,28,0
Wilson-Brown,28,0
Rees-Dottin,28,0
Kacurri,28,0
Young,28,0
Morato,28,0
Meghoma,28,0
Wheatley,28,0
Rodney,28,0
Williams-Barnett,28,0
Pond,28,0
Samuels,28,0
Nichols,28,0
Yogane,28,0
Jaros,28,0
Kabia,28,0
Heaven,28,0
Fitzgerald,28,0
Simpson-Pusey,28,0
Wright,28,0
Davies,28,0
Cahill,28,0
Butler-Oyedeji,28,0
Nyoni,28,0
Winterburn,28,0
Mayers,28,0
Slater,28,0
Hardy,28,0
Olusesi,28,0
Edozie,28,0
Mubama,28,0
Acheampong,28,0
Rak-Sakyi,28,0
Cartwright,28,0
Akinmboni,28,0
Nallo,28,0
Kukonki,28,0
Amissah,28,0
Abbott,28,0
Arthur,28,0
Brits,28,0
Alleyne,28,0
Harris,28,0
King,28,0
Dorrington,28,0
Godfrey,28,0
Soler,28,0
O'Brien-Whitmarsh,28,0
J.Alvarez,28,0
Carson,28,0
R.Williams,28,0
N.Phillips,28,0
Lascelles,28,0
Kuol,28,0
Hayden,28,0
Dúbravka,28,0
Botman,28,0
Golding,28,0
Undav,28,0
Ruddy,28,0
Odysseas,28,0
Lewis,28,0
Ward,28,0
Stolarczyk,28,0
Souttar,28,0
Ricardo,28,0
Okoli,28,0
Marcal,28,0
Iversen,28,0
Hermansen,28,0
Targett,28,0
Clark,28,0
Bajcetic,28,0
O.Richards,28,0
Mighten,28,0
Dennis,28,0
Danilo,28,0
Da Silva Moreira,28,0
C.Miguel,28,0
Bowler,28,0
Boly,28,0
Worrall,28,0
A.Murphy,28,0
Turner,28,0
Toffolo,28,0
Panzo,28,0
Omobamidele,28,0
O'Brien,28,0
Ladapo,28,0
Humphreys,28,0
Harness,28,0
Edmundson,28,0
Baggott,28,0
Vinicius,28,0
Ui-jo,28,0
Cassanova,28,0
Eyestone,28,0
Knight,28,0
Tomiyasu,28,0
Raya,28,0
Ramsdale,28,0
Hein,28,0
Fábio Vieira,28,0
Jack Henry-Francis,28,
Maresca,28,0
Morton,28,0
Hürzeler,28,0
Echeverri,28,0
Mané,28,0
Graczyk,28,0
Samuels-Smith,28,0
Mheuka,28,0
Morgan,28,0
Koné,28,0
Moorhouse,28,0
Fredricson,28,0
Obi,28,0
Coby Ebere,28,0
Sherif,28,0
Iraola,28,0
Emery,28,0
Anthony,28,0
Aarons,28,0
Sousa,28,0
Sinisalo,28,0
Rusk,28,0
Nuno,28,0
Howe,28,0
Amorim,28,0
Slot,28,0
Harrison,28,0
Moyes,28,0
Glasner,28,0
Porter,28,0
Van Nistelrooy,28,0
Silva,28,0
Frank,28,0
Pereira,28,0
Potter,28,0
Postecoglou,28,0
Heath,28,0
Cashin,28,0
McKenna,28,0
Peupion,28,0
Offiah,28,0
Cornet,28,0
Areola,28,0
Coleman,28,0
Ward,28,0
Rak-Sakyi,28,0
Ozoh,28,0
Bentley,28,0
B.Traore,28,0
Doak,28,0
N.Aguerd,28,0
Foderingham,28,0
Fabianski,28,0
Earthy,28,0
Gallagher,28,0
Deivid,28,0
D.D.Fofana,28,0
Chukwuemeka,28,0
Cundle,28,0
Chiwome,28,0
Chirewa,28,0
Zouma,28,0
Zanka,28,0
Valdimarsson,28,0
Hodge,28,0
H.Bueno,28,0
Gonzalez,28,0
Fraser,28,0
Fábio Silva,28,0
Ahamada,28,0
S.Bueno,28,0
Podence,28,0
King,28,0
Sarmiento,28,0
Hoever,28,0
O’Mahony,28,0
Mazilu,28,0
Kozlowski,28,0
Wiley,28,0
Pivas,28,0
Muric,28,0
Ângelo,28,0
Andrey Santos,28,0
Anselmino,28,0
Steele,28,0
Kalajdžić,28,0
Chadi Riad,28,0
Cannon,28,0
Woolfenden,28,0
Slicker,28,0
Ndaba,28,0
Luongo,28,0
Lis,28,0
Larios,28,0
Edwards,28,0
Charles,28,0
Bella-Kotchap,28,0
Renato Veiga,28,0
Austin,28,0
A.Phillips,28,0
Stewart,28,0
McCarthy,28,0
Mara,28,0
Lumley,28,0
Y. Chermiti,28,0
Maupay,28,0
J.Virginia,28,0
Holgate,28,0
White,28,0
Bazunu,28,0
Petrović,28,0
M.Sarr,28,0
Lukaku,28,0
Kellyman,28,0
B.Fernandes,29,6
M.Salah,29,
Palmer,29,0
Enzo,29,2
Mbeumo,29,2
Kulusevski,29,0
Tielemans,29,
Damsgaard,29,0
Andreas,29,3
Ødegaard,29,3
Rice,29,2
Luis Díaz,29,
Davis,29,3
Pedro Porro,29,0
Eze,29,
Iwobi,29,0
Szoboszlai,29,
De Bruyne,29,0
Son,29,3
Gordon,29,
Cunha,29,0
Alexander-Arnold,29,
Saka,29,0
Bowen,29,2
Cook,29,1
Gibbs-White,29,3
Bruno G.,29,
Rogers,29,
Kluivert,29,3
Semenyo,29,2
Hudson-Odoi,29,0
Bernardo,29,1
Mac Allister,29,
Foden,29,0
Elanga,29,0
Savinho,29,0
Maddison,29,1
Christie,29,1
Neto,29,0
Robinson,29,0
Amad,29,0
Robertson,29,
Muñoz,29,
Trossard,29,0
Isak,29,
Adama,29,0
Mitchell,29,
J.Murphy,29,
I.Sarr,29,
Tavernier,29,1
Sancho,29,0
L.Paquetá,29,0
Aït-Nouri,29,0
Digne,29,
Gündogan,29,4
Mitoma,29,1
Martinelli,29,2
Anderson,29,1
Gakpo,29,
Hall,29,
McNeil,29,0
Harrison,29,2
O.Dango,29,0
El Khannouss,29,0
Kerkez,29,1
Garnacho,29,0
M.Fernandes,29,1
João Pedro,29,1
Manning,29,3
Wan-Bissaka,29,0
Hughes,29,
Madueke,29,0
N.Jackson,29,0
Kovačić,29,0
Kudus,29,1
Mateta,29,
Caicedo,29,0
Rashford,29,
Haaland,29,0
Dalot,29,1
Ayari,29,0
McGinn,29,
Gravenberch,29,
Doku,29,0
Bellegarde,29,2
Estupiñan,29,2
A.Doucoure,29,0
Wharton,29,
Gvardiol,29,0
Buonanotte,29,0
Lukić,29,0
Minteh,29,1
Wissa,29,1
Grealish,29,0
Joelinton,29,
J.Clarke,29,1
Watkins,29,
Hutchinson,29,0
Walker-Peters,29,0
Lewis-Potter,29,0
Evanilson,29,3
Mavididi,29,0
Eriksen,29,1
Willock,29,
Livramento,29,
Matheus N.,29,0
N.Semedo,29,0
Gusto,29,0
Casemiro,29,0
Barnes,29,
J.Gomes,29,1
Dibling,29,1
Schade,29,0
Baleba,29,2
Mykolenko,29,2
Tonali,29,
Jones,29,
Delap,29,1
Young,29,0
Lindstrøm,29,1
Georginio,29,1
Gana,29,1
Johnson,29,0
Kamada,29,
Wood,29,0
Vardy,29,3
Trippier,29,
Kristiansen,29,0
Raúl,29,1
Morsy,29,0
Smith Rowe,29,0
Wilson,29,0
Mazraoui,29,1
Cucurella,29,0
Ramsey,29,
Maatsen,29,
Berge,29,0
Strand Larsen,29,0
Winks,29,1
J.Timber,29,0
Thomas,29,0
Sugawara,29,0
Yates,29,1
Summerville,29,0
Ndiaye,29,0
Welbeck,29,0
O'Riley,29,0
Udogie,29,1
Ward-Prowse,29,3
Kilman,29,2
Emerson,29,1
Aribo,29,1
Bailey,29,
Tarkowski,29,0
Nørgaard,29,2
Havertz,29,0
Adams,29,1
Ndidi,29,1
N.Williams,29,0
Merino,29,0
Brooks,29,1
Downes,29,0
P.M.Sarr,29,0
Jensen,29,0
André,29,0
Højlund,29,0
Solanke,29,0
Nkunku,29,0
Souček,29,0
Janelt,29,0
J.Ayew,29,0
Ugochukwu,29,1
Gruda,29,0
Enciso,29,0
Harwood-Bellis,29,0
Jota Silva,29,0
Roerslev,29,0
Mainoo,29,0
Huijsen,29,1
Hinshelwood,29,2
Van Hecke,29,0
Dominguez,29,1
Adingra,29,0
Nelson,29,0
Justin,29,1
Füllkrug,29,0
Aina,29,0
Marmoush,29,2
Sarabia,29,0
C.Soler,29,0
Gabriel,29,0
Colwill,29,0
Zirkzee,29,0
Guéhi,29,
Virgil,29,
M.Asensio,29,
Nwaneri,29,0
Murillo,29,0
R.Gomes,29,0
Alcaraz,29,2
Johnson,29,0
Bergvall,29,1
Doherty,29,0
Álvarez,29,0
Garner,29,0
Tsimikas,29,
Wieffer,29,0
Nketiah,29,
