web_name,gw,SoT
Travers,29,0
Smith,29,0
Ji-soo,29,0
Chirewa,29,0
Chiquinho,29,0
Mepham,29,0
Hill,29,0
H.Traorè,29,0
Faivre,29,0
Senesi,29,0
Marc Guiu,29,0
Ahamada,29,
Edozie,29,0
Cundle,29,0
Chiwome,29,0
M.Sarr,29,0
Lukaku,29,0
Lavia,29,0
Kellyman,29,0
Gilchrist,29,0
Gallagher,29,0
Petrović,29,0
Bazunu,29,0
Amo-Ameyaw,29,0
Larios,29,0
Lallana,29,0
Edwards,29,0
W.Fofana,29,0
Lascelles,29,
Cozier-Duberry,29,0
Barco,29,0
Baker-Boaitey,29,0
Igor,29,0
I.Osman,29,0
Gross,29,0
Gilmour,29,0
A.Murphy,29,
Onyeka,29,0
Mee,29,0
Konak,29,0
Zanka,29,0
Omobamidele,29,0
Toney,29,0
Thiago,29,0
Dahoud,29,0
Edmundson,29,0
Slicker,29,0
Ndaba,29,0
Luongo,29,0
Ladapo,29,0
Pellistri,29,0
Onana,29,0
Doak,29,
Clark,29,
Baggott,29,0
Valdimarsson,29,0
O'Brien,29,0
O.Richards,29,0
Mighten,29,0
Wood,29,0
Taylor,29,0
Stewart,29,0
Wilson,29,
White,29,
Trippier,29,
Haaland,30,0
M.Salah,30,1
Palmer,30,2
Isak,30,1
Cunha,30,0
Semenyo,30,1
Mbeumo,30,1
Wissa,30,0
Watkins,30,0
Wood,30,0
N.Jackson,30,1
Strand Larsen,30,1
Bowen,30,1
Raúl,30,1
Madueke,30,0
Delap,30,1
Evanilson,30,1
Garnacho,30,0
Kluivert,30,0
B.Fernandes,30,2
Luis Díaz,30,0
Mateta,30,1
Iwobi,30,0
Son,30,1
Eze,30,0
Mitoma,30,2
Solanke,30,0
I.Sarr,30,0
Vardy,30,0
Havertz,30,0
Savinho,30,1
Szoboszlai,30,0
Kudus,30,0
Trossard,30,0
Saka,30,1
João Pedro,30,1
Welbeck,30,0
Johnson,30,0
Schade,30,1
O.Dango,30,0
Gakpo,30,0
Rogers,30,0
Martinelli,30,0
Muniz,30,1
Elanga,30,1
Gordon,30,0
Enzo,30,1
Beto,30,0
Enciso,30,0
Gibbs-White,30,0
Hudson-Odoi,30,0
Calvert-Lewin,30,0
Maddison,30,0
Kulusevski,30,0
Foden,30,0
Barnes,30,0
Marmoush,30,3
Hutchinson,30,0
Neto,30,0
Tavernier,30,0
J.Murphy,30,0
Ndiaye,30,0
Duran,30,0
Rashford,30,1
Lewis-Potter,30,0
Onuachu,30,2
Ødegaard,30,0
Souček,30,0
M.Fernandes,30,0
P.M.Sarr,30,0
Minteh,30,0
De Bruyne,30,0
Diogo J.,30,1
Mac Allister,30,0
Amad,30,0
Joelinton,30,1
Muñoz,30,0
Szmodics,30,0
Jones,30,0
Nketiah,30,1
Georginio,30,0
Christie,30,1
Tielemans,30,0
Kovačić,30,0
Darwin,30,0
Gvardiol,30,0
Nørgaard,30,1
Zirkzee,30,0
Nkunku,30,0
Adama,30,0
Baleba,30,0
Merino,30,1
Bernardo,30,0
Lindstrøm,30,0
Brooks,30,0
Buonanotte,30,0
Schär,30,0
M.Asensio,30,2
Tonali,30,1
Smith Rowe,30,0
Archer,30,0
Højlund,30,0
Rice,30,0
Bruno G.,30,0
Dibling,30,0
De Ligt,30,1
A.Doucoure,30,0
Cucurella,30,0
Doku,30,0
Wilson,30,0
McNeil,30,0
Andreas,30,0
Yates,30,0
Nwaneri,30,1
Ndidi,30,0
J.Ayew,30,0
Pedro Porro,30,0
Romero,30,0
Armstrong,30,0
Kamaldeen,30,0
Sarabia,30,0
Aït-Nouri,30,0
Malen,30,1
Alexander-Arnold,30,0
Casemiro,30,1
Damsgaard,30,0
Tel,30,0
J.Gomes,30,0
Richarlison,30,0
Virgil,30,0
Jota Silva,30,0
Ayari,30,0
Guedes,30,0
Sessegnon,30,1
C.Soler,30,0
Milenković,30,0
Emerson,30,0
Enes Ünal,30,0
Lerma,30,0
G.Jesus,30,0
Aribo,30,0
Harwood-Bellis,30,0
Sancho,30,1
Thomas,30,0
Mavididi,30,0
Guéhi,30,0
Anderson,30,0
Dominguez,30,0
Adingra,30,0
Alcaraz,30,0
Estupiñan,30,0
Mangala,30,0
O'Riley,30,0
El Khannouss,30,0
N.Semedo,30,0
Calafiori,30,0
Pinnock,30,0
Hinshelwood,30,0
Collins,30,0
Sinisterra,30,0
Walker-Peters,30,0
N.Williams,30,0
Chalobah,30,0
Martinez,30,0
Broadhead,30,1
Justin,30,0
Harrison,30,0
Onana,30,0
Nelson,30,0
Bailey,30,0
Munetsi,30,0
Maatsen,30,0
Wharton,30,0
McGinn,30,0
Gana,30,0
Gündogan,30,0
Mario Jr.,30,0
Füllkrug,30,0
Lacroix,30,0
João Félix,30,0
Sosa,30,0
Gabriel,30,0
Scott,30,2
Van Hecke,30,1
Dalot,30,0
Maguire,30,0
Van den Berg,30,0
Barkley,30,0
Gravenberch,30,1
Andersen,30,0
L.Paquetá,30,0
Mavropanos,30,0
Bellegarde,30,0
Kerkez,30,0
A.Fatawu,30,0
Ings,30,0
Jaden,30,0
C.Richards,30,0
Carvalho,30,0
Bentancur,30,0
Murillo,30,0
Rúben,30,0
Wan-Bissaka,30,0
Sugawara,30,0
Grealish,30,1
Ramsey,30,0
Bissouma,30,0
Awoniyi,30,0
Burn,30,0
Bassey,30,0
Taylor,30,0
Kamada,30,0
Summerville,30,0
J.Timber,30,1
Cash,30,0
Tarkowski,30,0
Daka,30,0
Wieffer,30,0
Greaves,30,0
Gusto,30,0
Janelt,30,0
Cook,30,1
Devenny,30,0
Hirst,30,0
Antonio,30,0
Winks,30,0
McAtee,30,0
Digne,30,0
Konaté,30,0
Konsa,30,1
De Cordova-Reid,30,0
Caicedo,30,0
S.Bueno,30,0
Johnson,30,0
Colwill,30,0
Downes,30,0
Castagne,30,0
R.Gomes,30,0
O'Brien,30,0
Doherty,30,0
James,30,0
Keane,30,0
Young,30,0
Branthwaite,30,0
Hee Chan,30,0
Ugarte,30,0
Ferguson,30,0
Antony,30,0
Matheus N.,30,0
Bradley,30,0
McAteer,30,0
Mount,30,0
Mazraoui,30,0
Chaplin,30,0
Willock,30,1
Dunk,30,0
Werner,30,0
Spence,30,0
Ajer,30,0
Garner,30,0
Pau,30,0
M.França,30,1
Odobert,30,0
J.Clarke,30,0
Saliba,30,0
Adams,30,0
Mitchell,30,0
Schlupp,30,0
Toti,30,1
Irving,30,0
Robinson,30,0
Lukić,30,0
O'Shea,30,0
Huijsen,30,0
O’Reilly,30,0
Chiesa,30,0
Gruda,30,0
Tosin,30,0
Ward-Prowse,30,0
Kilman,30,0
Doyle,30,0
Cairney,30,0
Reed,30,0
Diop,30,0
Roerslev,30,0
Yarmoliuk,30,0
Van de Ven,30,1
Bednarek,30,0
Aina,30,0
Bergvall,30,0
Stephens,30,0
Almirón,30,0
Phillips,30,0
Miley,30,0
Stones,30,0
Lewis,30,0
Walker,30,0
Tete,30,0
Vestergaard,30,0
Elliott,30,0
Morsy,30,0
Davis,30,0
Mainoo,30,0
Gomez,30,0
Lamptey,30,0
Robertson,30,0
Okoli,30,0
Tsimikas,30,0
Dorgu,30,1
Danso,30,0
Davies,30,0
Faes,30,0
Ricardo,30,0
Udogie,30,0
Kamara,30,0
F.Kadıoğlu,30,0
Disasi,30,0
Eriksen,30,0
André,30,0
Scarlett,30,0
Skipp,30,0
Hughes,30,0
Bree,30,0
White,30,0
Longstaff,30,0
Vinicius,30,0
Cajuste,30,0
Akanji,30,0
Edouard,30,0
Chilwell,30,0
Veltman,30,0
Webster,30,0
Boly,30,0
Y. Chermiti,30,0
George,30,0
Sangaré,30,0
Mings,30,0
Manning,30,0
Dragusin,30,0
Bogarde,30,0
Butler-Oyedeji,30,0
Jensen,30,0
Gray,30,0
Livramento,30,0
Diego Carlos,30,0
Agbadou,30,0
Smallbone,30,0
Lewis-Skelly,30,0
Philip,30,0
G.Rodríguez,30,0
Esse,30,0
Yoro,30,0
Jebbison,30,0
Coleman,30,0
Pedro Lima,30,0
Brereton Díaz,30,0
Álvarez,30,0
H.Clarke,30,0
Obi,30,0
Ugochukwu,30,0
Mheuka,30,0
Dawson,30,0
L.Guilherme,30,0
Kiwior,30,0
Burgess,30,0
Burns,30,0
Coady,30,0
Renato Veiga,30,0
Hall,30,0
Fraser,30,0
Osula,30,0
Morato,30,1
Coulibaly,30,0
Coufal,30,0
Mudryk,30,0
Alves,30,0
Dixon,30,0
Ream,30,0
Ogbene,30,0
Kaboré,30,0
Stansfield,30,0
Benda,30,0
J.Araujo,30,0
Harris,30,0
Godo,30,0
Leno,30,0
King,30,0
Berge,30,0
Todibo,30,0
Lankshear,30,0
Swinkels,30,0
Jørgensen,30,0
Moore,30,0
Meupiyou,30,0
Collyer,30,0
Metcalfe,30,0
Rushworth,30,0
G.Nunes,30,0
Setford,30,0
Nelson,30,0
Mbabu,30,0
Townsend,30,0
Oulad M'hand,30,0
Begovic,30,0
Dewsbury-Hall,30,0
Deivid,30,0
D.D.Fofana,30,0
Chukwuemeka,30,0
B.Traore,30,0
Zouma,30,0
N.Aguerd,30,0
Humphreys,30,0
Choudhury,30,0
Cannon,30,0
B.Soumaré,30,0
Cresswell,30,0
Sterling,30,0
Areola,30,0
Foderingham,30,0
Fabianski,30,0
Bentley,30,0
Clyne,30,0
Chadi Riad,30,0
Podence,30,0
Wiley,30,0
Pivas,30,0
Earthy,30,0
Paulsen,30,0
Brierley,30,0
Cornet,30,0
Ebiowei,30,0
Mykolenko,30,0
Maupay,30,0
J.Virginia,30,0
Iroegbunam,30,0
Holgate,30,0
Pickford,30,0
Patterson,30,0
Fábio Silva,30,0
Mosquera,30,0
King,30,0
Kalajdžić,30,0
Tuanzebe,30,0
Muric,30,0
Sánchez,30,0
Armstrong,30,0
Trevitt,30,0
Moran,30,0
Hoever,30,0
Hodge,30,0
H.Bueno,30,0
Gonzalez,30,0
Fraser,30,0
Woolfenden,30,0
Walton,30,0
José Sá,30,0
Frank,30,0
Jorginho,30,0
Hein,30,0
Fábio Vieira,30,0
Raya,30,0
Ramsdale,30,0
Johnstone,30,0
Holding,30,0
Henderson,30,0
Ward,30,0
Rak-Sakyi,30,0
Ozoh,30,0
Matthews,30,0
Neto,30,0
Sousa,30,0
Sinisalo,30,0
Olsen,30,0
Nedeljkovic,30,0
C.Doucouré,30,0
Dobbin,30,0
Diaby,30,0
Dendoncker,30,0
Martinez,30,0
Marschall,30,0
Kesler-Hayden,30,0
O'Brien-Whitmarsh,30,0
Nallo,30,0
Kukonki,30,0
Iling Jr,30,0
Cashin,30,0
Vitor Reis,30,0
Khusanov,30,0
A. Garcia,30,0
Ajayi,30,0
Hause,30,0
Monga,30,
Charlie Tasker,30,0
Gower,30,0
Neave,30,0
Dermot Mee,30,0
Adu-Adjei,30,0
Hennessey,30,0
Djiga,30,0
Mané,30,0
Graczyk,30,0
Samuels-Smith,30,0
Morgan,30,0
Koné,30,0
Moorhouse,30,0
Fredricson,30,0
Gauci,30,0
Coby Ebere,30,0
Anselmino,30,0
Heath,30,0
Willian,30,0
Amougou,30,0
Harrison,30,0
Guardiola,30,0
Davies,30,0
Cahill,30,0
Fletcher,30,0
Kporha,30,0
Pond,30,0
Samuels,30,0
Nichols,30,0
Yogane,30,0
Jaros,30,0
Kabia,30,0
Heaven,30,0
Kacurri,30,0
Umeh-Chibueze,30,0
Amissah,30,0
Zych,30,0
Young,30,0
Forbs,30,0
Meghoma,30,0
Orford,30,0
King,30,0
Dorrington,30,0
Mubama,30,0
Acheampong,30,0
Wheatley,30,0
Rodney,30,0
Agbinone,30,0
J.Cuenca,30,0
Dennis,30,0
Casey,30,0
Williams-Barnett,30,0
Brits,30,0
Alleyne,30,0
Harris,30,0
Slater,30,0
Hardy,30,0
Olusesi,30,0
Edozie,30,0
McConville,30,0
Rak-Sakyi,30,0
Cartwright,30,0
Scarles,30,0
Marsh,30,0
Wilson-Esbrand,30,0
Amass,30,0
Fitzgerald,30,0
Nyoni,30,0
Winterburn,30,0
Mayers,30,0
Tomiyasu,30,0
Tierney,30,0
Buendia,30,0
Anthony,30,0
Aarons,30,0
Kinsey,30,0
Broggio,30,0
Bates,30,0
Simpson-Pusey,30,0
Wright,30,0
Maghoma,30,0
Sarmiento,30,0
Peupion,30,0
Offiah,30,0
O’Mahony,30,0
Moder,30,0
Arrizabalaga,30,0
Ângelo,30,0
Andrey Santos,30,0
McTominay,30,0
Malacia,30,0
Milner,30,0
Mazilu,30,0
March,30,0
Grønbæk,30,0
Undav,30,0
Steele,30,0
Akinmboni,30,0
Okoduwa,30,0
Jimoh,30,0
Danns,30,0
Wilson-Brown,30,0
Rees-Dottin,30,0
Abbott,30,0
Arthur,30,0
Tom Taylor,30,
Boniface,30,
Jay Robinson,30,
Kozlowski,30,0
Harness,30,0
Evans,30,0
Marcal,30,0
Bajcetic,30,0
A.Becker,30,0
Ward,30,0
Thomas,30,0
Endo,30,0
Rodrigo,30,0
Ortega Moreno,30,0
João Cancelo,30,0
Bayindir,30,0
Lindelof,30,0
Bergström,30,0
Hannibal,30,0
B.Badiashile,30,0
Kelleher,30,0
R.Williams,30,0
Quansah,30,0
N.Phillips,30,0
Morton,30,0
McConnell,30,0
Carson,30,0
Verbruggen,30,0
Casadei,30,0
Broja,30,0
Bettinelli,30,0
Heaton,30,0
Maresca,30,0
Hürzeler,30,0
Iraola,30,0
Emery,30,0
Silcott-Duberry,30,0
McKenna,30,0
Sherif,30,0
Sadi,30,0
Barrenechea,30,0
Alex Moreno,30,0
Zinchenko,30,0
Kayi Sanda,30,0
Welington,30,0
Jake Evans,30,
Kinsky,30,0
Godfrey,30,0
Gómez,30,0
Soler,30,0
Cassanova,30,0
Eyestone,30,0
Knight,30,0
Kayode,30,0
Porter,30,0
Van Nistelrooy,30,0
Silva,30,0
N.Gonzalez,30,0
Palmer,30,0
Yang,30,0
Olabade Aluko,30,
Harry Howell,30,
Freddie Simmonds,30,
Jack Henry-Francis,30,
Golding,30,0
Stolarczyk,30,0
Souttar,30,0
Genesis Antwi,30,0
Benjamin Fredrick,30,0
Echeverri,30,0
Bobb,30,0
Aké,30,0
J.Alvarez,30,0
Glasner,30,0
Kristiansen,30,0
Iversen,30,0
Hermansen,30,0
Arteta,30,0
Pereira,30,0
Potter,30,0
Postecoglou,30,0
Rusk,30,0
Nuno,30,0
Howe,30,0
Amorim,30,0
Slot,30,0
McKenna,30,0
Moyes,30,0
Ederson M.,30,0
Charles,30,0
Whiteman,30,0
Vicario,30,0
Veliz,30,0
Bella-Kotchap,30,0
Devine,30,0
Bryan,30,0
Reguilón,30,0
Lo Celso,30,0
Højbjerg,30,0
Solomon,30,0
Hickey,30,0
Henry,30,0
Al-Hamadi,30,0
Dasilva,30,0
Forster,30,0
E.Royal,30,0
Worrall,30,0
Ui-jo,30,0
Turner,30,0
Toffolo,30,0
Sels,30,0
Panzo,30,0
Peart-Harris,30,0
Da Silva Moreira,30,0
C.Miguel,30,0
Bowler,30,0
Flekken,30,0
Zabarnyi,30,0
Travers,30,0
Smith,30,0
Ji-soo,30,0
Chirewa,30,0
Chiquinho,30,0
Mepham,30,0
Hill,30,0
H.Traorè,30,0
Faivre,30,0
Senesi,30,0
Marc Guiu,30,0
Ahamada,30,0
Edozie,30,0
Cundle,30,0
Chiwome,30,0
M.Sarr,30,0
Lukaku,30,0
Lavia,30,0
Kellyman,30,0
Gilchrist,30,0
Gallagher,30,0
Petrović,30,0
Bazunu,30,0
Amo-Ameyaw,30,0
Larios,30,0
Lallana,30,0
Edwards,30,0
W.Fofana,30,0
Lascelles,30,0
Cozier-Duberry,30,0
Barco,30,0
Baker-Boaitey,30,0
Igor,30,0
I.Osman,30,0
Gross,30,0
Gilmour,30,0
A.Murphy,30,0
Onyeka,30,0
Mee,30,0
Konak,30,0
Zanka,30,0
Omobamidele,30,0
Toney,30,0
Thiago,30,0
Dahoud,30,0
Edmundson,30,0
Slicker,30,0
Ndaba,30,0
Luongo,30,0
Ladapo,30,0
Pellistri,30,0
Onana,30,0
Doak,30,0
Clark,30,0
Baggott,30,0
Valdimarsson,30,0
O'Brien,30,0
O.Richards,30,0
Mighten,30,0
Wood,30,0
Taylor,30,0
Stewart,30,0
Wilson,30,0
White,30,0
Trippier,30,0
Haaland,31,0
M.Salah,31,0
Palmer,31,0
Isak,31,0
Cunha,31,0
Semenyo,31,2
Mbeumo,31,1
Wissa,31,0
Watkins,31,0
Wood,31,0
N.Jackson,31,0
Strand Larsen,31,2
Bowen,31,1
Raúl,31,0
Madueke,31,1
Delap,31,1
Evanilson,31,2
Garnacho,31,0
Kluivert,31,0
B.Fernandes,31,0
Luis Díaz,31,1
Mateta,31,1
Iwobi,31,3
Son,31,0
Eze,31,1
Mitoma,31,0
Solanke,31,1
I.Sarr,31,0
Vardy,31,1
Havertz,31,0
Savinho,31,0
Szoboszlai,31,0
Kudus,31,0
Trossard,31,2
Saka,31,0
João Pedro,31,0
Welbeck,31,2
Johnson,31,2
Schade,31,0
O.Dango,31,0
Gakpo,31,0
Rogers,31,2
Martinelli,31,1
Muniz,31,1
Elanga,31,0
Gordon,31,0
Enzo,31,1
Beto,31,0
Enciso,31,0
Gibbs-White,31,0
Hudson-Odoi,31,0
Calvert-Lewin,31,0
Maddison,31,0
Kulusevski,31,0
Foden,31,0
Barnes,31,1
Marmoush,31,3
Hutchinson,31,0
Neto,31,2
Tavernier,31,0
J.Murphy,31,2
Ndiaye,31,1
Duran,31,0
Rashford,31,1
Lewis-Potter,31,1
Onuachu,31,0
Ødegaard,31,0
Souček,31,0
M.Fernandes,31,2
P.M.Sarr,31,0
Minteh,31,0
De Bruyne,31,2
Diogo J.,31,1
Mac Allister,31,1
Amad,31,0
Joelinton,31,1
Muñoz,31,1
Szmodics,31,0
Jones,31,1
Nketiah,31,0
Georginio,31,0
Christie,31,0
Tielemans,31,1
Kovačić,31,0
Darwin,31,0
Gvardiol,31,0
Nørgaard,31,0
Zirkzee,31,1
Nkunku,31,0
Adama,31,0
Baleba,31,1
Merino,31,0
Bernardo,31,0
Lindstrøm,31,0
Brooks,31,0
Buonanotte,31,0
Schär,31,1
M.Asensio,31,2
Tonali,31,0
Smith Rowe,31,0
Archer,31,0
Højlund,31,0
Rice,31,1
Bruno G.,31,0
Dibling,31,0
De Ligt,31,0
A.Doucoure,31,1
Cucurella,31,0
Doku,31,0
Wilson,31,0
McNeil,31,0
Andreas,31,0
Yates,31,1
Nwaneri,31,0
Ndidi,31,0
J.Ayew,31,0
Pedro Porro,31,0
Romero,31,2
Armstrong,31,0
Kamaldeen,31,1
Sarabia,31,1
Aït-Nouri,31,1
Malen,31,1
Alexander-Arnold,31,0
Casemiro,31,1
Damsgaard,31,0
Tel,31,1
J.Gomes,31,0
Richarlison,31,0
Virgil,31,0
Jota Silva,31,1
Ayari,31,1
Guedes,31,0
Sessegnon,31,1
C.Soler,31,1
Milenković,31,0
Emerson,31,0
Enes Ünal,31,0
Lerma,31,0
G.Jesus,31,0
Aribo,31,0
Harwood-Bellis,31,0
Sancho,31,0
Thomas,31,0
Mavididi,31,0
Guéhi,31,0
Anderson,31,0
Dominguez,31,1
Adingra,31,0
Alcaraz,31,0
Estupiñan,31,0
Mangala,31,0
O'Riley,31,0
El Khannouss,31,1
N.Semedo,31,0
Calafiori,31,0
Pinnock,31,0
Hinshelwood,31,1
Collins,31,0
Sinisterra,31,0
Walker-Peters,31,0
N.Williams,31,0
Chalobah,31,0
Martinez,31,0
Broadhead,31,0
Justin,31,0
Harrison,31,0
Onana,31,0
Nelson,31,0
Bailey,31,0
Munetsi,31,1
Maatsen,31,1
Wharton,31,0
McGinn,31,0
Gana,31,0
Gündogan,31,0
Mario Jr.,31,0
Füllkrug,31,1
Lacroix,31,0
João Félix,31,0
Sosa,31,0
Gabriel,31,0
Scott,31,0
Van Hecke,31,0
Dalot,31,0
Maguire,31,0
Van den Berg,31,0
Barkley,31,0
Gravenberch,31,0
Andersen,31,0
L.Paquetá,31,0
Mavropanos,31,0
Bellegarde,31,0
Kerkez,31,0
A.Fatawu,31,0
Ings,31,0
Jaden,31,0
C.Richards,31,0
Carvalho,31,0
Bentancur,31,0
Murillo,31,0
Rúben,31,0
Wan-Bissaka,31,0
Sugawara,31,1
Grealish,31,0
Ramsey,31,0
Bissouma,31,0
Awoniyi,31,0
Burn,31,0
Bassey,31,0
Taylor,31,0
Kamada,31,0
Summerville,31,0
J.Timber,31,0
Cash,31,0
Tarkowski,31,0
Daka,31,0
Wieffer,31,0
Greaves,31,0
Gusto,31,0
Janelt,31,0
Cook,31,0
Devenny,31,0
Hirst,31,0
Antonio,31,0
Winks,31,0
McAtee,31,0
Digne,31,0
Konaté,31,0
Konsa,31,0
De Cordova-Reid,31,0
Caicedo,31,0
S.Bueno,31,0
Johnson,31,0
Colwill,31,0
Downes,31,0
Castagne,31,0
R.Gomes,31,0
O'Brien,31,0
Doherty,31,0
James,31,1
Keane,31,0
Young,31,0
Branthwaite,31,0
Hee Chan,31,0
Ugarte,31,0
Ferguson,31,0
Antony,31,0
Matheus N.,31,0
Bradley,31,0
McAteer,31,0
Mount,31,0
Mazraoui,31,0
Chaplin,31,0
Willock,31,0
Dunk,31,0
Werner,31,0
Spence,31,1
Ajer,31,0
Garner,31,0
Pau,31,0
M.França,31,0
Odobert,31,0
J.Clarke,31,0
Saliba,31,0
Adams,31,0
Mitchell,31,0
Schlupp,31,0
Toti,31,1
Irving,31,0
Robinson,31,0
Lukić,31,0
O'Shea,31,0
Huijsen,31,0
O’Reilly,31,0
Chiesa,31,1
Gruda,31,0
Tosin,31,0
Ward-Prowse,31,0
Kilman,31,0
Doyle,31,0
Cairney,31,0
Reed,31,1
Diop,31,0
Roerslev,31,0
Yarmoliuk,31,0
Van de Ven,31,0
Bednarek,31,0
Aina,31,0
Bergvall,31,1
Stephens,31,0
Almirón,31,0
Phillips,31,0
Miley,31,0
Stones,31,0
Lewis,31,0
Walker,31,0
Tete,31,0
Vestergaard,31,0
Elliott,31,1
Morsy,31,1
Davis,31,0
Mainoo,31,0
Gomez,31,0
Lamptey,31,0
Robertson,31,0
Okoli,31,0
Tsimikas,31,0
Dorgu,31,0
Danso,31,0
Davies,31,0
Faes,31,0
Ricardo,31,0
Udogie,31,0
Kamara,31,0
F.Kadıoğlu,31,0
Disasi,31,0
Eriksen,31,0
André,31,0
Scarlett,31,0
Skipp,31,0
Hughes,31,0
Bree,31,0
White,31,0
Longstaff,31,0
Vinicius,31,0
Cajuste,31,0
Akanji,31,0
Edouard,31,0
Chilwell,31,0
Veltman,31,0
Webster,31,0
Boly,31,0
Y. Chermiti,31,0
George,31,0
Sangaré,31,0
Mings,31,0
Manning,31,0
Dragusin,31,0
Bogarde,31,0
Butler-Oyedeji,31,0
Jensen,31,0
Gray,31,0
Livramento,31,0
Diego Carlos,31,0
Agbadou,31,0
Smallbone,31,0
Lewis-Skelly,31,0
Philip,31,0
G.Rodríguez,31,0
Esse,31,0
Yoro,31,0
Jebbison,31,0
Coleman,31,0
Pedro Lima,31,0
Brereton Díaz,31,0
Álvarez,31,0
H.Clarke,31,0
Obi,31,0
Ugochukwu,31,0
Mheuka,31,0
Dawson,31,0
L.Guilherme,31,0
Kiwior,31,0
Burgess,31,0
Burns,31,0
Coady,31,0
Renato Veiga,31,0
Hall,31,0
Fraser,31,0
Osula,31,0
Morato,31,0
Coulibaly,31,0
Coufal,31,0
Mudryk,31,0
Alves,31,0
Dixon,31,0
Ream,31,0
Ogbene,31,0
Kaboré,31,0
Stansfield,31,0
Benda,31,0
J.Araujo,31,0
Harris,31,0
Godo,31,0
Leno,31,0
King,31,0
Berge,31,0
Todibo,31,0
Lankshear,31,0
Swinkels,31,0
Jørgensen,31,0
Moore,31,0
Meupiyou,31,0
Collyer,31,0
Metcalfe,31,0
Rushworth,31,0
G.Nunes,31,0
Setford,31,0
Nelson,31,0
Mbabu,31,0
Townsend,31,0
Oulad M'hand,31,0
Begovic,31,0
Dewsbury-Hall,31,0
Deivid,31,0
D.D.Fofana,31,0
Chukwuemeka,31,0
B.Traore,31,0
Zouma,31,0
N.Aguerd,31,0
Humphreys,31,0
Choudhury,31,0
Cannon,31,0
B.Soumaré,31,0
Cresswell,31,0
Sterling,31,0
Areola,31,0
Foderingham,31,0
Fabianski,31,0
Bentley,31,0
Clyne,31,0
Chadi Riad,31,0
Podence,31,0
Wiley,31,0
Pivas,31,0
Earthy,31,0
Paulsen,31,0
Brierley,31,0
Cornet,31,0
Ebiowei,31,0
Mykolenko,31,0
Maupay,31,0
J.Virginia,31,0
Iroegbunam,31,0
Holgate,31,0
Pickford,31,0
Patterson,31,0
Fábio Silva,31,0
Mosquera,31,0
King,31,0
Kalajdžić,31,0
Tuanzebe,31,0
Muric,31,0
Sánchez,31,0
Armstrong,31,0
Trevitt,31,0
Moran,31,0
Hoever,31,0
Hodge,31,0
H.Bueno,31,0
Gonzalez,31,0
Fraser,31,0
Woolfenden,31,0
Walton,31,0
José Sá,31,0
Frank,31,0
Jorginho,31,0
Hein,31,0
Fábio Vieira,31,0
Raya,31,0
Ramsdale,31,0
Johnstone,31,0
Holding,31,0
Henderson,31,0
Ward,31,0
Rak-Sakyi,31,0
Ozoh,31,0
Matthews,31,0
Neto,31,0
Sousa,31,0
Sinisalo,31,0
Olsen,31,0
Nedeljkovic,31,0
C.Doucouré,31,0
Dobbin,31,0
Diaby,31,0
Dendoncker,31,0
Martinez,31,0
Marschall,31,0
Kesler-Hayden,31,0
O'Brien-Whitmarsh,31,0
Nallo,31,0
Kukonki,31,0
Iling Jr,31,0
Cashin,31,0
Vitor Reis,31,0
Khusanov,31,0
A. Garcia,31,0
Ajayi,31,0
Hause,31,0
Monga,31,0
Charlie Tasker,31,0
Gower,31,0
Neave,31,0
Dermot Mee,31,0
Adu-Adjei,31,0
Hennessey,31,0
Djiga,31,0
Mané,31,0
Graczyk,31,0
Samuels-Smith,31,0
Morgan,31,0
Koné,31,0
Moorhouse,31,0
Fredricson,31,0
Gauci,31,0
Coby Ebere,31,0
Anselmino,31,0
Heath,31,0
Willian,31,0
Amougou,31,0
Harrison,31,0
Guardiola,31,0
Davies,31,0
Cahill,31,0
Fletcher,31,0
Kporha,31,0
Pond,31,0
Samuels,31,0
Nichols,31,0
Yogane,31,0
Jaros,31,0
Kabia,31,0
Heaven,31,0
Kacurri,31,0
Umeh-Chibueze,31,0
Amissah,31,0
Zych,31,0
Young,31,0
Forbs,31,0
Meghoma,31,0
Orford,31,0
King,31,0
Dorrington,31,0
Mubama,31,0
Acheampong,31,0
Wheatley,31,0
Rodney,31,0
Agbinone,31,0
J.Cuenca,31,0
Dennis,31,0
Casey,31,0
Williams-Barnett,31,0
Brits,31,0
Alleyne,31,0
Harris,31,0
Slater,31,0
Hardy,31,0
Olusesi,31,0
Edozie,31,0
McConville,31,0
Rak-Sakyi,31,0
Cartwright,31,0
Scarles,31,0
Marsh,31,0
Wilson-Esbrand,31,0
Amass,31,0
Fitzgerald,31,0
Nyoni,31,0
Winterburn,31,0
Mayers,31,0
Tomiyasu,31,0
Tierney,31,0
Buendia,31,0
Anthony,31,0
Aarons,31,0
Kinsey,31,0
Broggio,31,0
Bates,31,0
Simpson-Pusey,31,0
Wright,31,0
Maghoma,31,0
Sarmiento,31,0
Peupion,31,0
Offiah,31,0
O’Mahony,31,0
Moder,31,0
Arrizabalaga,31,0
Ângelo,31,0
Andrey Santos,31,0
McTominay,31,0
Malacia,31,0
Milner,31,0
Mazilu,31,0
March,31,0
Grønbæk,31,0
Undav,31,0
Steele,31,0
Akinmboni,31,0
Okoduwa,31,0
Jimoh,31,0
Danns,31,0
Wilson-Brown,31,0
Rees-Dottin,31,0
Abbott,31,0
Arthur,31,0
