web_name,gw,shots
Ozoh,15,0
Matthews,15,0
Johnstone,15,0
Holding,15,0
Ebiowei,15,0
Zouma,15,0
N.Aguerd,15,0
McCarthy,15,0
Fabianski,15,0
Earthy,15,0
Areola,15,0
D.D.Fofana,15,0
Chukwuemeka,15,0
Cundle,15,0
Chiwome,15,0
Chirewa,15,0
Chiquinho,15,0
Bentley,15,0
B.Traore,15,0
Foderingham,15,0
Gonzalez,15,0
Fraser,15,0
Fábio Silva,15,0
Ahamada,15,0
Sánchez,15,0
Petrović,15,0
Marc Guiu,15,0
King,15,0
Kalajdžić,15,0
José Sá,15,0
Hoever,15,0
Offiah,15,0
H.Bueno,15,0
Amougou,15,
Kozlowski,15,0
Wiley,15,0
Pivas,15,0
Muric,15,0
Verbruggen,15,0
Undav,15,0
Steele,15,0
Sarmiento,15,0
Peupion,15,0
Hodge,15,0
Stansfield,15,0
Chadi Riad,15,0
Whiteman,15,0
Vicario,15,0
Veliz,15,0
Solomon,15,0
Endo,15,
Doak,15,
Clark,15,
Bajcetic,15,
A.Becker,15,
M.Sarr,15,0
Stolarczyk,15,0
Souttar,15,0
Lis,15,0
Larios,15,0
Edwards,15,0
Edozie,15,0
Charles,15,0
Bazunu,15,0
Austin,15,0
A.Phillips,15,0
Taylor,15,0
Ward,15,0
Lukaku,15,0
Kellyman,15,0
Gilchrist,15,0
Gallagher,15,0
M.Salah,16,4
Semenyo,16,5
Palmer,16,4
Haaland,16,1
Cunha,16,5
Eze,16,1
Isak,16,4
Raúl,16,0
B.Fernandes,16,2
Garnacho,16,0
Watkins,16,0
Wissa,16,0
Bowen,16,3
Mbeumo,16,2
N.Jackson,16,7
Madueke,16,7
Kudus,16,1
Trossard,16,0
Luis Díaz,16,2
Delap,16,1
Szoboszlai,16,0
Evanilson,16,2
O.Dango,16,5
Iwobi,16,2
Mateta,16,1
Solanke,16,1
Kluivert,16,3
Gordon,16,3
Wood,16,1
Saka,16,3
Son,16,7
Mitoma,16,3
Savinho,16,0
Strand Larsen,16,5
Gibbs-White,16,2
Johnson,16,1
Barnes,16,4
Rogers,16,1
Welbeck,16,0
Foden,16,4
Vardy,16,1
Havertz,16,1
Neto,16,0
Georginio,16,1
Souček,16,1
Gakpo,16,3
Enzo,16,2
Tavernier,16,0
I.Sarr,16,5
De Bruyne,16,2
João Pedro,16,2
Calvert-Lewin,16,0
Diogo J.,16,2
Martinelli,16,2
Kulusevski,16,3
Schade,16,1
Joelinton,16,3
Alexander-Arnold,16,0
Ødegaard,16,3
Rice,16,1
J.Murphy,16,4
Muniz,16,1
Enciso,16,3
Baleba,16,2
Amad,16,4
L.Paquetá,16,3
Maddison,16,3
Bruno G.,16,2
M.Fernandes,16,0
Mac Allister,16,0
Elanga,16,1
Kovačić,16,0
Pedro Porro,16,0
Hudson-Odoi,16,1
Tielemans,16,0
Gvardiol,16,1
Andreas,16,2
Marmoush,16,
Nketiah,16,3
Adama,16,1
Hutchinson,16,2
Anderson,16,2
Beto,16,0
Rashford,16,0
Smith Rowe,16,0
Buonanotte,16,0
Nørgaard,16,2
Ndiaye,16,0
N.Williams,16,3
Christie,16,6
J.Gomes,16,0
Onuachu,16,0
Damsgaard,16,1
Aït-Nouri,16,1
Yates,16,2
Merino,16,1
Muñoz,16,1
Darwin,16,1
Jones,16,1
Duran,16,3
P.M.Sarr,16,2
Tonali,16,3
A.Doucoure,16,1
Wilson,16,4
Schär,16,0
Bernardo,16,0
Lindstrøm,16,0
Dibling,16,3
J.Ayew,16,0
Minteh,16,0
Casemiro,16,0
Bailey,16,0
Archer,16,0
Zirkzee,16,0
Lewis-Potter,16,1
Harrison,16,0
Gana,16,0
Milenković,16,2
Armstrong,16,2
Mavididi,16,0
Adingra,16,0
McGinn,16,1
Lacroix,16,0
Højlund,16,0
Nkunku,16,0
Kamaldeen,16,0
Ayari,16,1
Gündogan,16,0
Justin,16,0
Lerma,16,0
Doku,16,1
C.Soler,16,1
Tete,16,0
Thomas,16,0
Dalot,16,0
Sancho,16,1
Murillo,16,1
Virgil,16,1
McNeil,16,0
El Khannouss,16,1
Cucurella,16,1
Gabriel,16,0
Nwaneri,16,0
Gusto,16,1
Brooks,16,2
Jota Silva,16,0
Estupiñan,16,1
Bentancur,16,0
Szmodics,16,0
G.Jesus,16,2
Ndidi,16,0
Walker-Peters,16,1
Alcaraz,16,0
João Félix,16,0
O'Riley,16,0
Bellegarde,16,1
Antonio,16,0
Guedes,16,0
Enes Ünal,16,2
O'Shea,16,0
M.Asensio,16,
Tel,16,
Harwood-Bellis,16,1
Jaden,16,0
Hughes,16,0
Dominguez,16,2
Caicedo,16,1
Mavropanos,16,1
Burn,16,2
Gravenberch,16,0
Ugarte,16,1
De Ligt,16,1
Konaté,16,0
Ramsey,16,0
Kerkez,16,1
Martinez,16,1
Chalobah,16,1
Aribo,16,0
Rúben,16,1
Mario Jr.,16,2
Collins,16,0
Kamada,16,0
Taylor,16,1
Sarabia,16,0
Onana,16,0
Andersen,16,0
Willock,16,0
Colwill,16,0
Huijsen,16,0
Van Hecke,16,0
Emerson,16,0
Robinson,16,0
Romero,16,0
Mangala,16,0
Maatsen,16,0
Grealish,16,0
Van den Berg,16,0
Wan-Bissaka,16,0
Richarlison,16,0
N.Semedo,16,0
Daka,16,0
Munetsi,16,
Barkley,16,0
Lukić,16,2
Tarkowski,16,0
Hinshelwood,16,0
Bassey,16,0
Summerville,16,0
Cook,16,0
Janelt,16,1
J.Clarke,16,1
J.Timber,16,0
Davis,16,1
Ings,16,0
Guéhi,16,0
A.Fatawu,16,0
Füllkrug,16,1
Sugawara,16,1
Mazraoui,16,0
Robertson,16,0
Digne,16,0
Mainoo,16,1
Sinisterra,16,0
Scott,16,0
Sessegnon,16,0
Ferguson,16,0
Chaplin,16,2
Maguire,16,0
Malen,16,
Mykolenko,16,1
Dunk,16,2
Carvalho,16,1
McAtee,16,0
Tosin,16,2
Wharton,16,0
Sosa,16,0
Faes,16,0
Kilman,16,2
Mitchell,16,0
Brereton Díaz,16,0
Elliott,16,1
Bergvall,16,0
Nelson,16,0
Hall,16,1
Álvarez,16,1
Cash,16,1
Mount,16,0
Odobert,16,0
Bissouma,16,0
Akanji,16,0
Spence,16,1
C.Richards,16,0
Zabarnyi,16,1
Pinnock,16,0
Winks,16,0
Broadhead,16,0
Cajuste,16,0
Downes,16,0
Doherty,16,0
Calafiori,16,0
Lewis,16,0
Phillips,16,0
Awoniyi,16,0
Eriksen,16,0
Sterling,16,0
Morsy,16,0
Mings,16,0
Dorgu,16,
Aina,16,0
Doyle,16,2
Ugochukwu,16,0
Yarmoliuk,16,0
Burgess,16,0
Hirst,16,0
Bradley,16,0
Konsa,16,2
Ward-Prowse,16,0
James,16,0
McAteer,16,1
Greaves,16,0
Werner,16,0
Adams,16,1
André,16,0
Devenny,16,0
Ajer,16,0
Pau,16,0
Keane,16,0
Wieffer,16,0
Branthwaite,16,0
Castagne,16,0
G.Rodríguez,16,0
N.Gonzalez,16,
De Cordova-Reid,16,0
Garner,16,0
B.Soumaré,16,0
Burns,16,1
Kamara,16,0
Willian,16,
Matheus N.,16,0
Manning,16,0
Johnson,16,0
Toti,16,0
C.Doucouré,16,1
White,16,0
Danso,16,
Longstaff,16,0
Saliba,16,0
Van de Ven,16,0
Jensen,16,0
Agbadou,16,
Young,16,0
Almirón,16,0
Smallbone,16,0
O’Reilly,16,0
Antony,16,0
Alex Moreno,16,0
Zinchenko,16,0
Hill,16,0
Lamptey,16,1
R.Gomes,16,0
S.Bueno,16,0
Veltman,16,0
Philip,16,1
Dragusin,16,0
Cairney,16,0
Iroegbunam,16,0
Hee Chan,16,0
O'Brien,16,0
Buendia,16,0
Walker,16,0
Edouard,16,0
Livramento,16,1
Udogie,16,0
Davies,16,0
Gómez,16,
Wilson,16,0
Dawson,16,0
Bednarek,16,0
Roerslev,16,0
Yoro,16,0
Diop,16,0
Coufal,16,2
Schlupp,16,0
Skipp,16,1
Tsimikas,16,0
Diego Carlos,16,0
F.Kadıoğlu,16,0
Chiesa,16,0
Okoli,16,0
Gruda,16,1
Disasi,16,0
Tuanzebe,16,0
Stephens,16,0
Irving,16,0
Broja,16,0
Al-Hamadi,16,1
Bree,16,0
Todibo,16,0
Scarles,16,0
Miley,16,0
Aké,16,0
Gomez,16,1
Kelly,16,0
George,16,0
Welington,16,
Smith,16,0
M.França,16,0
Lallana,16,0
Y. Chermiti,16,0
W.Fofana,16,0
Reed,16,0
Stewart,16,0
Vestergaard,16,0
Thomas,16,0
Renato Veiga,16,0
Osula,16,0
L.Guilherme,16,0
Cresswell,16,0
Kristiansen,16,0
Trippier,16,0
Moore,16,0
Kiwior,16,0
A. Garcia,16,
Grønbæk,16,
Milner,16,0
Berge,16,0
Jebbison,16,0
Jorginho,16,0
Ricardo,16,0
Stones,16,0
Wood,16,1
Coulibaly,16,
Acheampong,16,0
March,16,0
Chilwell,16,0
Obi,16,
Clyne,16,0
Lewis-Skelly,16,0
Forbs,16,0
Morato,16,0
Mosquera,16,0
Toffolo,16,0
Dewsbury-Hall,16,0
Coady,16,0
Sangaré,16,0
Lavia,16,0
Reguilón,16,0
Cornet,16,0
Mheuka,16,
Senesi,16,0
McTominay,16,0
Evans,16,0
Boly,16,0
Scarlett,16,0
Butler-Oyedeji,16,0
Bella-Kotchap,16,0
Maghoma,16,0
Amo-Ameyaw,16,0
Vinicius,16,0
Agbinone,16,0
Gray,16,0
Henderson,16,0
Patterson,16,0
Collyer,16,0
Igor,16,0
H.Clarke,16,0
Mubama,16,0
Gilmour,16,0
Quansah,16,0
Woolfenden,16,0
Orford,16,0
Amass,16,0
Webster,16,0
Tierney,16,0
Tomiyasu,16,0
King,16,0
Khusanov,16,
Pedro Lima,16,0
Bogarde,16,0
Mudryk,16,0
Arrizabalaga,16,0
J.Cuenca,16,0
Shaw,16,0
Coleman,16,0
Armstrong,16,0
Krafth,16,0
Thiago,16,0
Kayode,16,
Esse,16,
Botman,16,0
Townsend,16,0
Podence,16,0
Konak,16,0
Fraser,16,0
Cahill,16,0
Godo,16,0
Lankshear,16,0
Davies,16,0
I.Osman,16,0
Alves,16,0
Gross,16,0
Onyeka,16,0
Kporha,16,0
Toney,16,0
Pond,16,0
Samuels,16,0
Nichols,16,0
Valdimarsson,16,0
Yogane,16,0
Moran,16,0
Wilson-Esbrand,16,0
Zanka,16,0
Baker-Boaitey,16,0
Barco,16,0
Fitzgerald,16,0
Trevitt,16,0
Simpson-Pusey,16,0
Wright,16,0
Jaros,16,0
Casadei,16,0
Mepham,16,0
Bettinelli,16,0
Neto,16,0
Paulsen,16,0
Travers,16,0
Brierley,16,0
Dasilva,16,0
Bergström,16,0
Flekken,16,0
B.Badiashile,16,0
G.Nunes,16,0
Meupiyou,16,0
Oulad M'hand,16,0
Setford,16,0
Cozier-Duberry,16,0
Mee,16,0
Jørgensen,16,0
Dahoud,16,0
Ogbene,16,0
Dixon,16,0
Kaboré,16,0
J.Araujo,16,0
Swinkels,16,0
Dennis,16,0
Nelson,16,0
Rushworth,16,0
Metcalfe,16,0
Andrey Santos,16,0
Ângelo,16,0
H.Traorè,16,0
Faivre,16,0
Begovic,16,0
Dobbin,16,0
Diaby,16,0
Iraola,16,
Djiga,16,
Barrenechea,16,0
Raya,16,0
Ramsdale,16,0
Morgan,16,
Koné,16,
Moorhouse,16,
Fredricson,16,
Peart-Harris,16,0
Anselmino,16,
Heath,16,
Dermot Mee,16,
Genesis Antwi,16,
Benjamin Fredrick,16,
Echeverri,16,
Mané,16,
Graczyk,16,
Samuels-Smith,16,
Hein,16,0
Harry Howell,16,
Coby Ebere,16,
Yang,16,
Kinsky,16,
Godfrey,16,
Soler,16,
Akinmboni,16,
Okoduwa,16,
Jimoh,16,
Ajayi,16,
Silcott-Duberry,16,
McKenna,16,
Sherif,16,
Gauci,16,0
Adu-Adjei,16,
Hennessey,16,
Dendoncker,16,0
Guardiola,16,
Arteta,16,
Vitor Reis,16,
Olabade Aluko,16,
Marschall,16,0
Kesler-Hayden,16,0
Iling Jr,16,0
Hause,16,0
Sadi,16,
O'Brien-Whitmarsh,16,0
Danns,16,
Wilson-Brown,16,
Rees-Dottin,16,
Abbott,16,
Arthur,16,
Brits,16,
Alleyne,16,
Harris,16,
Rodney,16,0
Umeh-Chibueze,16,0
Freddie Simmonds,16,
Zych,16,0
Ji-soo,16,0
Hickey,16,0
Henry,16,0
Kabia,16,0
Heaven,16,0
Kacurri,16,0
Young,16,0
Meghoma,16,0
Wheatley,16,0
Fletcher,16,0
Casey,16,0
Jack Henry-Francis,16,
Monga,16,
Charlie Tasker,16,
Gower,16,
Neave,16,
Hardy,16,0
Olusesi,16,0
Edozie,16,0
McConville,16,0
Kinsey,16,0
Broggio,16,0
Cartwright,16,0
Marsh,16,0
Nallo,16,0
Kukonki,16,0
Amissah,16,0
Williams-Barnett,16,0
Nyoni,16,0
Winterburn,16,0
Mayers,16,0
Slater,16,0
King,16,0
Dorrington,16,0
Rak-Sakyi,16,0
Bates,16,0
Panzo,16,0
Omobamidele,16,0
O'Brien,16,0
O.Richards,16,0
Mighten,16,0
Marcal,16,0
Iversen,16,0
Hermansen,16,0
Golding,16,0
Worrall,16,0
Mazilu,16,0
Turner,16,0
Rodrigo,16,0
Ortega Moreno,16,0
João Cancelo,16,0
Tom Taylor,16,
Boniface,16,
Jay Robinson,16,
Jake Evans,16,
Onana,16,0
Malacia,16,0
Lindelof,16,0
Ui-jo,16,0
Mara,16,0
Lumley,16,0
Ndaba,16,0
Luongo,16,0
Ladapo,16,0
Humphreys,16,0
Harness,16,0
Edmundson,16,0
Baggott,16,0
Ederson M.,16,0
Carson,16,0
Sels,16,0
R.Williams,16,0
N.Phillips,16,0
Morton,16,0
McConnell,16,0
Dennis,16,0
Danilo,16,0
Da Silva Moreira,16,0
C.Miguel,16,0
Bowler,16,0
White,16,0
J.Alvarez,16,0
Bobb,16,0
Slot,16,
McKenna,16,
Moyes,16,
Glasner,16,
Maresca,16,
Hürzeler,16,
Van Nistelrooy,16,
Silva,16,
Frank,16,
Pereira,16,
Potter,16,
Heaton,16,0
Rusk,16,
Nuno,16,
Martinez,16,0
Cashin,16,
Harrison,16,
Cassanova,16,
Eyestone,16,
Knight,16,
Porter,16,
Fábio Vieira,16,0
Palmer,16,
Postecoglou,16,
Hannibal,16,0
Bayindir,16,0
Hayden,16,0
Dúbravka,16,0
A.Murphy,16,0
Pellistri,16,0
Kelleher,16,0
Targett,16,0
Ruddy,16,0
Pope,16,0
Odysseas,16,0
Amorim,16,
Lascelles,16,0
Kuol,16,0
Kayi Sanda,16,
Emery,16,
Anthony,16,0
Aarons,16,0
Sousa,16,0
Sinisalo,16,0
Olsen,16,0
Nedeljkovic,16,0
Howe,16,
Lewis,16,0
O’Mahony,16,0
Moder,16,0
Ward,16,0
Rak-Sakyi,16,0
Ozoh,16,0
Matthews,16,0
Johnstone,16,0
Holding,16,0
Ebiowei,16,0
Zouma,16,0
N.Aguerd,16,0
McCarthy,16,0
Fabianski,16,0
Earthy,16,0
Areola,16,0
D.D.Fofana,16,0
Chukwuemeka,16,0
Cundle,16,0
Chiwome,16,0
Chirewa,16,0
Chiquinho,16,0
Bentley,16,0
B.Traore,16,0
Foderingham,16,0
Gonzalez,16,0
Fraser,16,0
Fábio Silva,16,0
Ahamada,16,0
Sánchez,16,0
Petrović,16,0
Marc Guiu,16,0
King,16,0
Kalajdžić,16,0
José Sá,16,0
Hoever,16,0
Offiah,16,0
H.Bueno,16,0
Amougou,16,
Kozlowski,16,0
Wiley,16,0
Pivas,16,0
Muric,16,0
Verbruggen,16,0
Undav,16,0
Steele,16,0
Sarmiento,16,0
Peupion,16,0
Hodge,16,0
Stansfield,16,0
Chadi Riad,16,0
Whiteman,16,0
Vicario,16,0
Veliz,16,0
Solomon,16,0
Endo,16,0
Doak,16,0
Clark,16,0
Bajcetic,16,0
A.Becker,16,0
M.Sarr,16,0
Stolarczyk,16,0
Souttar,16,0
Lis,16,0
Larios,16,0
Edwards,16,0
Edozie,16,0
Charles,16,0
Bazunu,16,0
Austin,16,0
A.Phillips,16,0
Taylor,16,0
Ward,16,0
Lukaku,16,0
Kellyman,16,0
Gilchrist,16,0
Gallagher,16,0
M.Salah,17,7
Semenyo,17,4
Palmer,17,2
Haaland,17,1
Cunha,17,3
Eze,17,0
Isak,17,5
Raúl,17,1
B.Fernandes,17,7
Garnacho,17,1
Watkins,17,1
Wissa,17,1
Bowen,17,3
Mbeumo,17,1
N.Jackson,17,3
Madueke,17,0
Kudus,17,2
Trossard,17,1
Luis Díaz,17,7
Delap,17,0
Szoboszlai,17,6
Evanilson,17,1
O.Dango,17,0
Iwobi,17,6
Mateta,17,4
Solanke,17,1
Kluivert,17,2
Gordon,17,3
Wood,17,3
Saka,17,0
Son,17,1
Mitoma,17,2
Savinho,17,0
Strand Larsen,17,0
Gibbs-White,17,0
Johnson,17,1
Barnes,17,1
Rogers,17,4
Welbeck,17,0
Foden,17,6
Vardy,17,6
Havertz,17,2
Neto,17,2
Georginio,17,1
Souček,17,1
Gakpo,17,1
Enzo,17,2
Tavernier,17,0
I.Sarr,17,5
De Bruyne,17,0
João Pedro,17,0
Calvert-Lewin,17,0
Diogo J.,17,1
Martinelli,17,1
Kulusevski,17,3
Schade,17,1
Joelinton,17,0
Alexander-Arnold,17,1
Ødegaard,17,1
Rice,17,2
J.Murphy,17,3
Muniz,17,2
Enciso,17,3
Baleba,17,0
Amad,17,3
L.Paquetá,17,2
Maddison,17,1
Bruno G.,17,1
M.Fernandes,17,1
Mac Allister,17,1
Elanga,17,2
Kovačić,17,1
Pedro Porro,17,0
Hudson-Odoi,17,1
Tielemans,17,0
Gvardiol,17,1
Andreas,17,0
Marmoush,17,
Nketiah,17,0
Adama,17,1
Hutchinson,17,1
Anderson,17,0
Beto,17,0
Rashford,17,0
Smith Rowe,17,0
Buonanotte,17,0
Nørgaard,17,1
Ndiaye,17,1
N.Williams,17,1
Christie,17,0
J.Gomes,17,2
Onuachu,17,0
Damsgaard,17,1
Aït-Nouri,17,0
Yates,17,0
Merino,17,0
Muñoz,17,0
Darwin,17,0
Jones,17,0
Duran,17,3
P.M.Sarr,17,2
Tonali,17,1
A.Doucoure,17,0
Wilson,17,4
Schär,17,0
Bernardo,17,0
Lindstrøm,17,0
Dibling,17,0
J.Ayew,17,1
Minteh,17,0
Casemiro,17,0
Bailey,17,0
Archer,17,1
Zirkzee,17,1
Lewis-Potter,17,0
Harrison,17,1
Gana,17,0
Milenković,17,1
Armstrong,17,2
Mavididi,17,1
Adingra,17,0
McGinn,17,0
Lacroix,17,2
Højlund,17,2
Nkunku,17,0
Kamaldeen,17,0
Ayari,17,2
Gündogan,17,0
Justin,17,1
Lerma,17,1
Doku,17,0
C.Soler,17,0
Tete,17,0
Thomas,17,0
Dalot,17,2
Sancho,17,1
Murillo,17,0
Virgil,17,0
McNeil,17,0
El Khannouss,17,0
Cucurella,17,0
Gabriel,17,2
Nwaneri,17,0
Gusto,17,2
Brooks,17,0
Jota Silva,17,0
Estupiñan,17,0
Bentancur,17,0
Szmodics,17,2
G.Jesus,17,5
Ndidi,17,0
Walker-Peters,17,0
Alcaraz,17,0
João Félix,17,0
O'Riley,17,0
Bellegarde,17,0
Antonio,17,0
Guedes,17,1
Enes Ünal,17,1
O'Shea,17,1
M.Asensio,17,
Tel,17,
Harwood-Bellis,17,0
Jaden,17,0
Hughes,17,1
Dominguez,17,0
Caicedo,17,0
Mavropanos,17,0
Burn,17,0
Gravenberch,17,0
Ugarte,17,1
De Ligt,17,0
Konaté,17,0
Ramsey,17,0
Kerkez,17,1
Martinez,17,2
Chalobah,17,0
Aribo,17,0
Rúben,17,0
Mario Jr.,17,0
Collins,17,0
Kamada,17,1
Taylor,17,0
Sarabia,17,0
Onana,17,1
Andersen,17,0
Willock,17,1
Colwill,17,0
Huijsen,17,1
Van Hecke,17,0
Emerson,17,0
Robinson,17,0
Romero,17,0
Mangala,17,2
Maatsen,17,0
Grealish,17,3
Van den Berg,17,0
Wan-Bissaka,17,0
Richarlison,17,0
N.Semedo,17,0
Daka,17,0
Munetsi,17,
Barkley,17,0
Lukić,17,0
Tarkowski,17,0
Hinshelwood,17,0
Bassey,17,0
Summerville,17,1
Cook,17,0
Janelt,17,0
J.Clarke,17,0
J.Timber,17,0
Davis,17,0
Ings,17,0
Guéhi,17,0
A.Fatawu,17,0
Füllkrug,17,1
Sugawara,17,1
Mazraoui,17,1
Robertson,17,0
Digne,17,0
Mainoo,17,1
Sinisterra,17,0
Scott,17,0
Sessegnon,17,0
Ferguson,17,1
Chaplin,17,0
Maguire,17,0
Malen,17,
Mykolenko,17,0
Dunk,17,2
Carvalho,17,0
McAtee,17,0
Tosin,17,0
Wharton,17,0
Sosa,17,0
Faes,17,0
Kilman,17,0
Mitchell,17,0
Brereton Díaz,17,0
Elliott,17,0
Bergvall,17,0
Nelson,17,0
Hall,17,0
Álvarez,17,1
Cash,17,1
Mount,17,0
Odobert,17,0
Bissouma,17,0
Akanji,17,0
Spence,17,0
C.Richards,17,0
Zabarnyi,17,0
Pinnock,17,0
Winks,17,0
Broadhead,17,1
Cajuste,17,1
Downes,17,0
Doherty,17,0
Calafiori,17,0
Lewis,17,0
Phillips,17,0
Awoniyi,17,0
Eriksen,17,0
Sterling,17,0
Morsy,17,0
Mings,17,0
Dorgu,17,
Aina,17,2
Doyle,17,0
Ugochukwu,17,0
Yarmoliuk,17,0
Burgess,17,0
Hirst,17,0
Bradley,17,0
Konsa,17,0
Ward-Prowse,17,0
James,17,0
McAteer,17,0
Greaves,17,0
Werner,17,0
Adams,17,0
André,17,0
Devenny,17,0
Ajer,17,2
Pau,17,1
Keane,17,0
Wieffer,17,1
Branthwaite,17,0
Castagne,17,0
G.Rodríguez,17,0
N.Gonzalez,17,
De Cordova-Reid,17,0
Garner,17,0
B.Soumaré,17,0
Burns,17,1
Kamara,17,0
Willian,17,
Matheus N.,17,0
Manning,17,0
Johnson,17,0
Toti,17,0
C.Doucouré,17,0
White,17,0
Danso,17,
Longstaff,17,0
Saliba,17,0
Van de Ven,17,0
Jensen,17,0
Agbadou,17,
Young,17,1
Almirón,17,0
Smallbone,17,0
O’Reilly,17,0
Antony,17,0
Alex Moreno,17,0
Zinchenko,17,0
Hill,17,0
Lamptey,17,0
R.Gomes,17,1
S.Bueno,17,1
Veltman,17,0
Philip,17,0
Dragusin,17,0
Cairney,17,1
Iroegbunam,17,0
Hee Chan,17,0
O'Brien,17,0
Buendia,17,0
Walker,17,0
Edouard,17,0
Livramento,17,0
Udogie,17,0
Davies,17,0
Gómez,17,
Wilson,17,0
Dawson,17,0
Bednarek,17,0
Roerslev,17,0
Yoro,17,2
Diop,17,0
Coufal,17,0
Schlupp,17,1
Skipp,17,0
Tsimikas,17,0
Diego Carlos,17,0
F.Kadıoğlu,17,0
Chiesa,17,0
Okoli,17,0
Gruda,17,0
Disasi,17,0
Tuanzebe,17,0
Stephens,17,0
Irving,17,0
Broja,17,0
Al-Hamadi,17,3
Bree,17,0
Todibo,17,0
Scarles,17,0
Miley,17,0
Aké,17,0
Gomez,17,0
Kelly,17,0
George,17,0
Welington,17,
Smith,17,0
M.França,17,0
Lallana,17,0
Y. Chermiti,17,0
W.Fofana,17,0
Reed,17,0
Stewart,17,0
Vestergaard,17,0
Thomas,17,0
Renato Veiga,17,0
Osula,17,0
L.Guilherme,17,0
Cresswell,17,0
Kristiansen,17,0
Trippier,17,0
Moore,17,0
Kiwior,17,0
A. Garcia,17,
Grønbæk,17,
Milner,17,0
Berge,17,0
Jebbison,17,0
Jorginho,17,0
Ricardo,17,0
Stones,17,0
Wood,17,0
Coulibaly,17,
Acheampong,17,0
March,17,0
Chilwell,17,0
Obi,17,
Clyne,17,0
Lewis-Skelly,17,0
Forbs,17,0
Morato,17,0
Mosquera,17,0
Toffolo,17,0
Dewsbury-Hall,17,0
Coady,17,0
Sangaré,17,0
Lavia,17,0
Reguilón,17,0
Cornet,17,0
Mheuka,17,
Senesi,17,0
McTominay,17,0
Evans,17,0
Boly,17,0
Scarlett,17,0
Butler-Oyedeji,17,0
Bella-Kotchap,17,0
Maghoma,17,0
Amo-Ameyaw,17,0
Vinicius,17,1
Agbinone,17,0
Gray,17,0
Henderson,17,0
Patterson,17,0
Collyer,17,0
Igor,17,0
H.Clarke,17,0
Mubama,17,0
Gilmour,17,0
Quansah,17,0
Woolfenden,17,0
Orford,17,0
Amass,17,0
Webster,17,0
Tierney,17,0
Tomiyasu,17,0
King,17,0
Khusanov,17,
Pedro Lima,17,0
Bogarde,17,0
Mudryk,17,0
Arrizabalaga,17,0
J.Cuenca,17,0
Shaw,17,0
Coleman,17,0
Armstrong,17,0
Krafth,17,0
Thiago,17,0
Kayode,17,
Esse,17,
Botman,17,0
Townsend,17,0
Podence,17,0
Konak,17,0
Fraser,17,0
Cahill,17,0
Godo,17,0
Lankshear,17,0
Davies,17,0
I.Osman,17,0
Alves,17,0
Gross,17,0
Onyeka,17,0
Kporha,17,0
Toney,17,0
Pond,17,0
Samuels,17,0
Nichols,17,0
Valdimarsson,17,0
Yogane,17,0
Moran,17,0
Wilson-Esbrand,17,0
Zanka,17,0
Baker-Boaitey,17,0
Barco,17,0
Fitzgerald,17,0
Trevitt,17,0
Simpson-Pusey,17,0
Wright,17,0
Jaros,17,0
Casadei,17,0
Mepham,17,0
Bettinelli,17,0
Neto,17,0
Paulsen,17,0
Travers,17,0
Brierley,17,0
Dasilva,17,0
Bergström,17,0
Flekken,17,0
B.Badiashile,17,0
G.Nunes,17,0
Meupiyou,17,0
Oulad M'hand,17,0
Setford,17,0
Cozier-Duberry,17,0
Mee,17,0
Jørgensen,17,0
Dahoud,17,0
Ogbene,17,0
Dixon,17,0
Kaboré,17,0
J.Araujo,17,0
Swinkels,17,0
Dennis,17,0
Nelson,17,0
Rushworth,17,0
Metcalfe,17,0
Andrey Santos,17,0
Ângelo,17,0
H.Traorè,17,0
Faivre,17,0
Begovic,17,0
Dobbin,17,0
Diaby,17,0
Iraola,17,
Djiga,17,
Barrenechea,17,0
Raya,17,0
Ramsdale,17,0
Morgan,17,
Koné,17,
Moorhouse,17,
Fredricson,17,
Peart-Harris,17,0
Anselmino,17,
Heath,17,
Dermot Mee,17,
Genesis Antwi,17,
Benjamin Fredrick,17,
Echeverri,17,
Mané,17,
Graczyk,17,
Samuels-Smith,17,
Hein,17,0
Harry Howell,17,
Coby Ebere,17,
Yang,17,
Kinsky,17,
Godfrey,17,
Soler,17,
Akinmboni,17,
Okoduwa,17,
Jimoh,17,
Ajayi,17,
Silcott-Duberry,17,
McKenna,17,
Sherif,17,
Gauci,17,0
Adu-Adjei,17,
Hennessey,17,
Dendoncker,17,0
Guardiola,17,
Arteta,17,
Vitor Reis,17,
Olabade Aluko,17,
Marschall,17,0
Kesler-Hayden,17,0
Iling Jr,17,0
Hause,17,0
Sadi,17,
O'Brien-Whitmarsh,17,0
Danns,17,
Wilson-Brown,17,
Rees-Dottin,17,
Abbott,17,
Arthur,17,
Brits,17,
Alleyne,17,
Harris,17,
Rodney,17,0
Umeh-Chibueze,17,0
Freddie Simmonds,17,
Zych,17,0
Ji-soo,17,0
Hickey,17,0
Henry,17,0
Kabia,17,0
Heaven,17,0
Kacurri,17,0
Young,17,0
Meghoma,17,0
Wheatley,17,0
Fletcher,17,0
Casey,17,0
Jack Henry-Francis,17,
Monga,17,
Charlie Tasker,17,
Gower,17,
Neave,17,
Hardy,17,0
Olusesi,17,0
Edozie,17,0
McConville,17,0
Kinsey,17,0
Broggio,17,0
Cartwright,17,0
Marsh,17,0
Nallo,17,0
Kukonki,17,0
Amissah,17,0
Williams-Barnett,17,0
Nyoni,17,0
Winterburn,17,0
